year,stateProvince,decimalLatitude,decimalLongitude,vernacularName,species
2023,Victoria,-37.46559,144.09166,Fox,Vulpes vulpes
2023,Victoria,-37.4578,144.25989,Fox,Vulpes vulpes
2013,Victoria,-38.19438,145.49505,Fox,Vulpes vulpes
2014,Victoria,-38.15224,141.52752,Fox,Vulpes vulpes
2016,Victoria,-38.04051,141.27165,Fox,Vulpes vulpes
2019,Victoria,-37.90325,141.43262,Fox,Vulpes vulpes
2015,Victoria,-37.7231,145.77099,Fox,Vulpes vulpes
2013,Victoria,-38.21237,145.42873,Fox,Vulpes vulpes
2018,Victoria,-38.13898,145.63483,Fox,Vulpes vulpes
2019,Victoria,-38.06682,146.1108,Fox,Vulpes vulpes
2005,Victoria,-38.04491,141.16597,Fox,Vulpes vulpes
2017,Victoria,-38.02801,141.13647,Fox,Vulpes vulpes
2015,Victoria,-38.04051,141.27165,Fox,Vulpes vulpes
1988,Victoria,-38.08711,144.44428,Fox,Vulpes vulpes
2010,Victoria,-38.07994,144.04514,Fox,Vulpes vulpes
2018,Victoria,-38.42842,144.16039,Fox,Vulpes vulpes
1989,Victoria,-38.65785,143.50046,Fox,Vulpes vulpes
1989,Victoria,-37.4704,145.60973,Fox,Vulpes vulpes
2019,Victoria,-36.61668,141.79847,Fox,Vulpes vulpes
1992,Victoria,-37.68443,145.29842,Fox,Vulpes vulpes
2014,Victoria,-38.04051,141.27165,Fox,Vulpes vulpes
2022,Victoria,-37.98891,141.66338,Fox,Vulpes vulpes
2004,Victoria,-36.19881,145.89616,Fox,Vulpes vulpes
1977,Victoria,-38.62348,146.95964,Fox,Vulpes vulpes
2017,Victoria,-34.70399,142.32678,Fox,Vulpes vulpes
2017,Victoria,-38.1337,145.28268,Fox,Vulpes vulpes
2018,Victoria,-38.76592,143.59128,Fox,Vulpes vulpes
2016,Victoria,-38.14212,145.23982,Fox,Vulpes vulpes
2019,Victoria,-38.17763,145.54428,Fox,Vulpes vulpes
2019,Victoria,-36.57544,141.78996,Fox,Vulpes vulpes
2019,Victoria,-36.60808,141.70466,Fox,Vulpes vulpes
2019,Victoria,-34.68803,142.34253,Fox,Vulpes vulpes
1979,Victoria,-37.40687,141.22636,Fox,Vulpes vulpes
2004,Victoria,-36.33827,145.2045,Fox,Vulpes vulpes
2015,Victoria,-38.05002,145.68871,Fox,Vulpes vulpes
2016,Victoria,-38.84436,143.56142,Fox,Vulpes vulpes
1980,Victoria,-36.95686,141.54302,Fox,Vulpes vulpes
2014,Victoria,-38.01539,141.15669,Fox,Vulpes vulpes
2020,Victoria,-37.28004,148.30293,Fox,Vulpes vulpes
2014,Victoria,-38.00423,141.63549,Fox,Vulpes vulpes
2017,Victoria,-37.90955,141.42061,Fox,Vulpes vulpes
1979,Victoria,-36.2902,141.12635,Fox,Vulpes vulpes
2019,Victoria,-34.72666,142.37754,Fox,Vulpes vulpes
2011,Victoria,-36.79,144.7067,Fox,Vulpes vulpes
2019,Victoria,-36.51444,141.98352,Fox,Vulpes vulpes
2020,Victoria,-35.95804,145.0169,Fox,Vulpes vulpes
2017,Victoria,-37.92395,141.51707,Fox,Vulpes vulpes
2017,Victoria,-36.87366,145.90103,Fox,Vulpes vulpes
2016,Victoria,-37.90955,141.42061,Fox,Vulpes vulpes
2012,Victoria,-37.7002,146.3392,Fox,Vulpes vulpes
2019,Victoria,-36.60808,141.70466,Fox,Vulpes vulpes
2017,Victoria,-38.39361,144.19417,Fox,Vulpes vulpes
2020,Victoria,-37.36558,142.47861,Fox,Vulpes vulpes
1991,Victoria,-38.2283,144.0487,Fox,Vulpes vulpes
2013,Victoria,-37.92395,141.51707,Fox,Vulpes vulpes
2014,Victoria,-38.05467,141.15814,Fox,Vulpes vulpes
2015,Victoria,-34.69527,142.34592,Fox,Vulpes vulpes
2022,Victoria,-36.9481,148.2714,Fox,Vulpes vulpes
2015,Victoria,-38.14671,145.18102,Fox,Vulpes vulpes
1985,Victoria,-37.70682,145.17631,Fox,Vulpes vulpes
2021,Victoria,-37.79092,145.25601,Fox,Vulpes vulpes
2017,Victoria,-38.6891,146.308,Fox,Vulpes vulpes
1997,Victoria,-36.06339,147.78465,Fox,Vulpes vulpes
2018,Victoria,-38.56662,143.48747,Fox,Vulpes vulpes
2019,Victoria,-36.61668,141.79847,Fox,Vulpes vulpes
1992,Victoria,-37.82369,148.13924,Fox,Vulpes vulpes
2013,Victoria,-37.90955,141.42061,Fox,Vulpes vulpes
2017,Victoria,-37.40537,147.5649,Fox,Vulpes vulpes
1992,Victoria,-37.80014,145.84891,Fox,Vulpes vulpes
2018,Victoria,-38.01247,145.244,Fox,Vulpes vulpes
1987,Victoria,-34.71339,142.41826,Fox,Vulpes vulpes
1973,Victoria,-37.21463,144.65206,Fox,Vulpes vulpes
1998,Victoria,-36.66967,147.27599,Fox,Vulpes vulpes
2017,Victoria,-34.7793,142.51123,Fox,Vulpes vulpes
1990,Victoria,-38.04857,144.41257,Fox,Vulpes vulpes
2017,Victoria,-37.8093,143.7292,Fox,Vulpes vulpes
2004,Victoria,-37.67554,144.10915,Fox,Vulpes vulpes
2006,Victoria,-37.37139,142.43861,Fox,Vulpes vulpes
1992,Victoria,-37.69606,145.23124,Fox,Vulpes vulpes
2015,Victoria,-38.17423,145.39515,Fox,Vulpes vulpes
2014,Victoria,-37.93984,141.48425,Fox,Vulpes vulpes
2019,Victoria,-37.86642,145.49719,Fox,Vulpes vulpes
2020,Victoria,-37.17407,142.35912,Fox,Vulpes vulpes
1983,Victoria,-37.813,145.40566,Fox,Vulpes vulpes
2009,Victoria,-37.70538,144.66965,Fox,Vulpes vulpes
1986,Victoria,-38.1313,145.22877,Fox,Vulpes vulpes
2019,Victoria,-36.60808,141.70466,Fox,Vulpes vulpes
2019,Victoria,-36.60808,141.70466,Fox,Vulpes vulpes
2011,Victoria,-37.59281,143.73506,Fox,Vulpes vulpes
2018,Victoria,-38.21237,145.42873,Fox,Vulpes vulpes
2008,Victoria,-37.56499,145.09055,Fox,Vulpes vulpes
1969,Victoria,-38.7287,143.25103,Fox,Vulpes vulpes
1988,Victoria,-37.61414,144.62142,Fox,Vulpes vulpes
2018,Victoria,-37.47666,145.303,Fox,Vulpes vulpes
1998,Victoria,-37.17539,147.84669,Fox,Vulpes vulpes
2017,Victoria,-37.92395,141.51707,Fox,Vulpes vulpes
2003,Victoria,-38.23356,145.02978,Fox,Vulpes vulpes
1983,Victoria,-36.75684,143.42632,Fox,Vulpes vulpes
2019,Victoria,-34.68836,142.37254,Fox,Vulpes vulpes
2018,Victoria,-38.01042,141.65199,Fox,Vulpes vulpes
1998,Victoria,-37.87043,146.76421,Fox,Vulpes vulpes
2019,Victoria,-36.503,141.01793,Fox,Vulpes vulpes
1987,Victoria,-37.95683,145.14299,Fox,Vulpes vulpes
2013,Victoria,-37.89847,141.53094,Fox,Vulpes vulpes
2011,Victoria,-38.20409,145.33008,Fox,Vulpes vulpes
2020,Victoria,-37.34168,142.51222,Fox,Vulpes vulpes
2018,Victoria,-37.5416,144.8583,Fox,Vulpes vulpes
2018,Victoria,-38.01042,141.65199,Fox,Vulpes vulpes
2015,Victoria,-38.14271,145.39962,Fox,Vulpes vulpes
2014,Victoria,-38.0402,141.17785,Fox,Vulpes vulpes
2018,Victoria,-38.21237,145.42873,Fox,Vulpes vulpes
2023,Victoria,-37.46706,144.34152,Fox,Vulpes vulpes
2008,Victoria,-38.29312,145.21834,Fox,Vulpes vulpes
2015,Victoria,-38.13232,145.52041,Fox,Vulpes vulpes
2018,Victoria,-37.6204,145.2074,Fox,Vulpes vulpes
1993,Victoria,-37.36414,148.78606,Fox,Vulpes vulpes
2020,Victoria,-37.17407,142.35912,Fox,Vulpes vulpes
2019,Victoria,-38.38073,145.0275,Fox,Vulpes vulpes
2019,Victoria,-36.60808,141.70466,Fox,Vulpes vulpes
2020,Victoria,-37.10276,142.30653,Fox,Vulpes vulpes
2015,Victoria,-34.69527,142.34592,Fox,Vulpes vulpes
1988,Victoria,-38.33235,145.00995,Fox,Vulpes vulpes
2012,Victoria,-37.9347,147.4804,Fox,Vulpes vulpes
2014,Victoria,-38.1523,145.50458,Fox,Vulpes vulpes
2013,Victoria,-37.87415,141.46859,Fox,Vulpes vulpes
2015,Victoria,-38.0238,145.4336,Fox,Vulpes vulpes
2012,Victoria,-38.07291,145.63858,Fox,Vulpes vulpes
2018,Victoria,-38.00423,141.63549,Fox,Vulpes vulpes
2015,Victoria,-38.14271,145.39962,Fox,Vulpes vulpes
2020,Victoria,-36.67984,144.29988,Fox,Vulpes vulpes
2011,Victoria,-37.6003,145.095,Fox,Vulpes vulpes
2017,Victoria,-34.7451,142.46136,Fox,Vulpes vulpes
2022,Victoria,-36.94799,148.27136,Fox,Vulpes vulpes
2017,Victoria,-37.6311,145.3432,Fox,Vulpes vulpes
2019,Victoria,-34.72642,142.38536,Fox,Vulpes vulpes
2020,Victoria,-37.40789,142.44712,Fox,Vulpes vulpes
2004,Victoria,-38.29749,145.02691,Fox,Vulpes vulpes
1979,Victoria,-37.44194,148.88286,Fox,Vulpes vulpes
2019,Victoria,-36.57612,141.7223,Fox,Vulpes vulpes
1996,Victoria,-38.029,145.75419,Fox,Vulpes vulpes
1989,Victoria,-38.33185,144.73426,Fox,Vulpes vulpes
2014,Victoria,-38.0446,145.6876,Fox,Vulpes vulpes
1972,Victoria,-37.06262,143.71811,Fox,Vulpes vulpes
1997,Victoria,-35.99791,147.86832,Fox,Vulpes vulpes
1989,Victoria,-37.27454,145.58627,Fox,Vulpes vulpes
2005,Victoria,-38.04491,141.16597,Fox,Vulpes vulpes
2020,Victoria,-37.35146,142.6243,Fox,Vulpes vulpes
2018,Victoria,-37.7336,147.6705,Fox,Vulpes vulpes
2004,Victoria,-36.61596,145.15001,Fox,Vulpes vulpes
2015,Victoria,-37.462,144.3373,Fox,Vulpes vulpes
2020,Victoria,-37.36109,142.30638,Fox,Vulpes vulpes
2019,Victoria,-37.18,144.681,Fox,Vulpes vulpes
1985,Victoria,-34.55685,141.09298,Fox,Vulpes vulpes
2015,Victoria,-34.69483,142.34407,Fox,Vulpes vulpes
2019,Victoria,-36.45991,141.67577,Fox,Vulpes vulpes
2018,Victoria,-38.13908,145.2639,Fox,Vulpes vulpes
2016,Victoria,-37.98666,141.53835,Fox,Vulpes vulpes
2007,Victoria,-37.29452,146.75518,Fox,Vulpes vulpes
1996,Victoria,-37.82445,147.69497,Fox,Vulpes vulpes
2014,Victoria,-38.01539,141.15669,Fox,Vulpes vulpes
2013,Victoria,-37.87415,141.46859,Fox,Vulpes vulpes
2015,Victoria,-37.89847,141.53094,Fox,Vulpes vulpes
2009,Victoria,-37.99144,145.61923,Fox,Vulpes vulpes
2021,Victoria,-37.82412,148.04292,Fox,Vulpes vulpes
1988,Victoria,-37.78085,144.57748,Fox,Vulpes vulpes
2016,Victoria,-38.18439,141.68443,Fox,Vulpes vulpes
2001,Victoria,-36.131,146.56726,Fox,Vulpes vulpes
2017,Victoria,-38.01539,141.15669,Fox,Vulpes vulpes
2015,Victoria,-34.76043,142.35943,Fox,Vulpes vulpes
2014,Victoria,-37.89847,141.53094,Fox,Vulpes vulpes
1987,Victoria,-37.95237,144.63672,Fox,Vulpes vulpes
2021,Victoria,-37.05024,148.32438,Fox,Vulpes vulpes
2019,Victoria,-34.76325,142.36527,Fox,Vulpes vulpes
2018,Victoria,-38.17338,145.38151,Fox,Vulpes vulpes
1991,Victoria,-37.2,142.54344,Fox,Vulpes vulpes
2004,Victoria,-36.92579,147.22863,Fox,Vulpes vulpes
2014,Victoria,-38.14271,145.39962,Fox,Vulpes vulpes
2014,Victoria,-37.89847,141.53094,Fox,Vulpes vulpes
2022,Victoria,-37.29802,148.31392,Fox,Vulpes vulpes
2018,Victoria,-38.0194,141.18262,Fox,Vulpes vulpes
2011,Victoria,-34.8127,142.4024,Fox,Vulpes vulpes
2019,Victoria,-38.60247,146.50363,Fox,Vulpes vulpes
2016,Victoria,-37.90955,141.42061,Fox,Vulpes vulpes
2017,Victoria,-36.9193,143.3174,Fox,Vulpes vulpes
2017,Victoria,-38.12222,145.23539,Fox,Vulpes vulpes
2011,Victoria,-36.62689,145.92741,Fox,Vulpes vulpes
2017,Victoria,-38.38459,141.60584,Fox,Vulpes vulpes
2016,Victoria,-38.01042,141.65199,Fox,Vulpes vulpes
1996,Victoria,-37.1685,146.98493,Fox,Vulpes vulpes
1993,Victoria,-37.91754,144.65263,Fox,Vulpes vulpes
2000,Victoria,-38.30322,142.79068,Fox,Vulpes vulpes
2015,Victoria,-38.03149,141.6148,Fox,Vulpes vulpes
2020,Victoria,-38.17763,145.54428,Fox,Vulpes vulpes
2019,Victoria,-36.60808,141.70466,Fox,Vulpes vulpes
2014,Victoria,-38.25272,145.22645,Fox,Vulpes vulpes
2013,Victoria,-38.01042,141.65199,Fox,Vulpes vulpes
2019,Victoria,-38.12847,145.2897,Fox,Vulpes vulpes
2016,Victoria,-34.71291,142.37583,Fox,Vulpes vulpes
2015,Victoria,-38.17338,145.38151,Fox,Vulpes vulpes
2018,Victoria,-37.90325,141.43262,Fox,Vulpes vulpes
2019,Victoria,-38.13898,145.63483,Fox,Vulpes vulpes
2020,Victoria,-37.45614,142.41553,Fox,Vulpes vulpes
1996,Victoria,-36.96513,147.11794,Fox,Vulpes vulpes
2019,Victoria,-36.5811,141.93562,Fox,Vulpes vulpes
2012,Victoria,-38.06616,145.664,Fox,Vulpes vulpes
2018,Victoria,-38.00416,141.59492,Fox,Vulpes vulpes
2015,Victoria,-38.04051,141.27165,Fox,Vulpes vulpes
2019,Victoria,-36.45991,141.67577,Fox,Vulpes vulpes
2014,Victoria,-38.01539,141.15669,Fox,Vulpes vulpes
2019,Victoria,-38.22122,145.40323,Fox,Vulpes vulpes
2006,Victoria,-37.96485,144.63731,Fox,Vulpes vulpes
2019,Victoria,-36.5811,141.93562,Fox,Vulpes vulpes
2017,Victoria,-38.01507,140.98038,Fox,Vulpes vulpes
2016,Victoria,-38.14271,145.39962,Fox,Vulpes vulpes
1998,Victoria,-37.14415,146.95116,Fox,Vulpes vulpes
1977,Victoria,-38.04014,146.70963,Fox,Vulpes vulpes
1998,Victoria,-36.75532,141.31339,Fox,Vulpes vulpes
2017,Victoria,-38.16081,141.47782,Fox,Vulpes vulpes
1996,Victoria,-36.09128,146.20646,Fox,Vulpes vulpes
2019,Victoria,-36.5811,141.93562,Fox,Vulpes vulpes
1989,Victoria,-37.5583,146.2625,Fox,Vulpes vulpes
2006,Victoria,-36.63627,145.84171,Fox,Vulpes vulpes
1988,Victoria,-37.51563,149.60538,Fox,Vulpes vulpes
2013,Victoria,-38.0166,141.56326,Fox,Vulpes vulpes
2019,Victoria,-37.84168,144.17791,Fox,Vulpes vulpes
1988,Victoria,-37.85715,145.61841,Fox,Vulpes vulpes
1995,Victoria,-37.02347,146.75961,Fox,Vulpes vulpes
2010,Victoria,-36.9038,146.5319,Fox,Vulpes vulpes
2011,Victoria,-37.3924,144.2674,Fox,Vulpes vulpes
2017,Victoria,-37.23098,147.59822,Fox,Vulpes vulpes
2017,Victoria,-37.90955,141.42061,Fox,Vulpes vulpes
2002,Victoria,-37.79615,145.11869,Fox,Vulpes vulpes
1991,Victoria,-38.12672,145.28478,Fox,Vulpes vulpes
2018,Victoria,-37.60344,146.20589,Fox,Vulpes vulpes
2008,Victoria,-38.37168,144.99956,Fox,Vulpes vulpes
2001,Victoria,-37.5757,145.0888,Fox,Vulpes vulpes
1999,Victoria,-37.78157,141.4494,Fox,Vulpes vulpes
2015,Victoria,-34.69511,142.34506,Fox,Vulpes vulpes
2016,Victoria,-37.90955,141.42061,Fox,Vulpes vulpes
2008,Victoria,-37.51567,142.05236,Fox,Vulpes vulpes
2020,Victoria,-36.5578,141.1811,Fox,Vulpes vulpes
2017,Victoria,-34.71625,142.34914,Fox,Vulpes vulpes
1973,Victoria,-38.64018,143.52636,Fox,Vulpes vulpes
2013,Victoria,-34.171,141.18069,Fox,Vulpes vulpes
2022,Victoria,-37.90748,141.4561,Fox,Vulpes vulpes
2018,Victoria,-37.87484,141.44188,Fox,Vulpes vulpes
2004,Victoria,-36.89765,147.31385,Fox,Vulpes vulpes
2016,Victoria,-37.90325,141.43262,Fox,Vulpes vulpes
2005,Victoria,-38.07188,145.5254,Fox,Vulpes vulpes
1993,Victoria,-36.39679,145.68374,Fox,Vulpes vulpes
2014,Victoria,-37.87484,141.44188,Fox,Vulpes vulpes
2014,Victoria,-37.9737,141.55001,Fox,Vulpes vulpes
2018,Victoria,-36.399,146.2373,Fox,Vulpes vulpes
2022,Victoria,-38.01488,141.24441,Fox,Vulpes vulpes
1986,Victoria,-37.92347,147.67628,Fox,Vulpes vulpes
2018,Victoria,-37.90325,141.43262,Fox,Vulpes vulpes
2014,Victoria,-37.3118,145.2678,Fox,Vulpes vulpes
2014,Victoria,-37.90325,141.43262,Fox,Vulpes vulpes
2013,Victoria,-38.03493,141.18948,Fox,Vulpes vulpes
2007,Victoria,-38.37004,145.0009,Fox,Vulpes vulpes
2021,Victoria,-36.99446,147.16388,Fox,Vulpes vulpes
2021,Victoria,-39.02875,146.33178,Fox,Vulpes vulpes
2016,Victoria,-37.98666,141.53835,Fox,Vulpes vulpes
1998,Victoria,-37.7723,148.39278,Fox,Vulpes vulpes
2019,Victoria,-36.4504,141.89154,Fox,Vulpes vulpes
2019,Victoria,-34.71161,142.33794,Fox,Vulpes vulpes
2004,Victoria,-36.68735,145.22104,Fox,Vulpes vulpes
2019,Victoria,-34.60514,142.37038,Fox,Vulpes vulpes
2019,Victoria,-38.19835,145.2299,Fox,Vulpes vulpes
2004,Victoria,-37.87797,144.72825,Fox,Vulpes vulpes
2020,Victoria,-37.88045,145.20755,Fox,Vulpes vulpes
2015,Victoria,-38.18604,145.52708,Fox,Vulpes vulpes
2011,Victoria,-38.12594,145.42926,Fox,Vulpes vulpes
1997,Victoria,-37.76597,144.26809,Fox,Vulpes vulpes
1996,Victoria,-36.58781,147.49928,Fox,Vulpes vulpes
2022,Victoria,-38.01607,141.14034,Fox,Vulpes vulpes
2021,Victoria,-36.0289,147.46457,Fox,Vulpes vulpes
2013,Victoria,-38.00423,141.63549,Fox,Vulpes vulpes
1987,Victoria,-37.87346,147.92628,Fox,Vulpes vulpes
2017,Victoria,-37.78041,145.37732,Fox,Vulpes vulpes
2017,Victoria,-38.0488,141.22551,Fox,Vulpes vulpes
2015,Victoria,-34.68792,142.41889,Fox,Vulpes vulpes
2001,Victoria,-37.83203,147.42799,Fox,Vulpes vulpes
2017,Victoria,-38.1775,145.54637,Fox,Vulpes vulpes
2006,Victoria,-37.2685,149.01288,Fox,Vulpes vulpes
2019,Victoria,-36.60808,141.70466,Fox,Vulpes vulpes
2001,Victoria,-37.01052,148.06067,Fox,Vulpes vulpes
1995,Victoria,-37.06185,146.74312,Fox,Vulpes vulpes
2019,Victoria,-36.4504,141.89154,Fox,Vulpes vulpes
1999,Victoria,-37.4386,144.37497,Fox,Vulpes vulpes
2019,Victoria,-37.94055,145.34713,Fox,Vulpes vulpes
2009,Victoria,-37.56544,145.08997,Fox,Vulpes vulpes
2015,Victoria,-38.18604,145.52708,Fox,Vulpes vulpes
1996,Victoria,-36.86636,145.25728,Fox,Vulpes vulpes
1998,Victoria,-37.14415,146.95116,Fox,Vulpes vulpes
2018,Victoria,-37.73302,145.48384,Fox,Vulpes vulpes
2004,Victoria,-37.3924,144.2674,Fox,Vulpes vulpes
2005,Victoria,-38.14005,145.95999,Fox,Vulpes vulpes
2020,Victoria,-37.36558,142.47861,Fox,Vulpes vulpes
2017,Victoria,-34.7369,142.44043,Fox,Vulpes vulpes
2021,Victoria,-38.1315,145.26178,Fox,Vulpes vulpes
1972,Victoria,-36.65594,146.64378,Fox,Vulpes vulpes
2016,Victoria,-37.87963,141.43861,Fox,Vulpes vulpes
2022,Victoria,-37.06489,148.34044,Fox,Vulpes vulpes
2015,Victoria,-37.6263,145.3431,Fox,Vulpes vulpes
2019,Victoria,-38.06288,146.09546,Fox,Vulpes vulpes
2015,Victoria,-38.03493,141.18948,Fox,Vulpes vulpes
2013,Victoria,-38.4338,144.0529,Fox,Vulpes vulpes
1993,Victoria,-37.57756,143.5386,Fox,Vulpes vulpes
1972,Victoria,-37.47347,147.25961,Fox,Vulpes vulpes
2003,Victoria,-36.82697,144.38706,Fox,Vulpes vulpes
2010,Victoria,-38.37083,145.00083,Fox,Vulpes vulpes
2012,Victoria,-38.12594,145.42926,Fox,Vulpes vulpes
1997,Victoria,-37.48569,147.15567,Fox,Vulpes vulpes
2019,Victoria,-36.52075,141.90835,Fox,Vulpes vulpes
2012,Victoria,-38.14105,145.39978,Fox,Vulpes vulpes
2017,Victoria,-34.74426,142.49513,Fox,Vulpes vulpes
2013,Victoria,-37.99055,141.58436,Fox,Vulpes vulpes
1989,Victoria,-37.7058,145.78798,Fox,Vulpes vulpes
2019,Victoria,-36.45991,141.67577,Fox,Vulpes vulpes
2016,Victoria,-38.12594,145.42926,Fox,Vulpes vulpes
2015,Victoria,-34.71194,142.35249,Fox,Vulpes vulpes
1994,Victoria,-36.80539,145.79223,Fox,Vulpes vulpes
2013,Victoria,-37.9386,145.34644,Fox,Vulpes vulpes
2013,Victoria,-34.0921,141.13787,Fox,Vulpes vulpes
2016,Victoria,-38.17423,145.39515,Fox,Vulpes vulpes
1989,Victoria,-37.34319,146.17429,Fox,Vulpes vulpes
2012,Victoria,-38.60243,145.60622,Fox,Vulpes vulpes
2015,Victoria,-38.01483,141.25078,Fox,Vulpes vulpes
2015,Victoria,-37.90706,141.45614,Fox,Vulpes vulpes
2013,Victoria,-38.03115,141.60643,Fox,Vulpes vulpes
1989,Victoria,-38.62823,143.61889,Fox,Vulpes vulpes
2015,Victoria,-38.0488,141.22551,Fox,Vulpes vulpes
2020,Victoria,-37.34168,142.51222,Fox,Vulpes vulpes
2021,Victoria,-38.64616,145.56683,Fox,Vulpes vulpes
1995,Victoria,-36.95835,147.1647,Fox,Vulpes vulpes
2020,Victoria,-38.5925,143.3235,Fox,Vulpes vulpes
1983,Victoria,-37.95682,145.54298,Fox,Vulpes vulpes
